Paper: 0025
KeyVar: pre_Profits3_composite_w1
Mechanism: NMAR
Proportion: 20pct
Method: LD
Iteration: 15
---
FocalIV: Treatment_FIN
Coef: 956.102979
SE: 687.017447
pval: 0.164696
Nobs: 489
Sign: +1
Significant: False
---
                              Estimate   Std. Error  ...          2.5%         97.5%
Coefficient                                          ...                            
Intercept                 -1026.508977  5084.832178  ... -11018.945346   8965.927393
Treatment_FIN               956.102979   687.017447  ...   -393.986441   2306.192398
Treatment_MKT              2478.476546  1136.866108  ...    244.368940   4712.584152
Gender                    -2163.263455   959.863290  ...  -4049.534725   -276.992185
Age                           8.216322    65.476795  ...   -120.455123    136.887768
Children_total              148.639449   301.839223  ...   -444.518618    741.797516
Race_SAblackcolored        2969.985592  4384.777468  ...  -5646.741236  11586.712420
Race_Foreigner             3146.090223  4350.135462  ...  -5402.560013  11694.740459
Educ_high                   620.781392  1009.985497  ...  -1363.987321   2605.550105
Operating_yearstotal         78.878974    59.993548  ...    -39.017092    196.775039
Activity_Hours              -32.829137    24.355276  ...    -80.690804     15.032530
pre_Employees1_composite   1047.629947   263.098801  ...    530.602455   1564.657439
FormalReg                 -1461.452809  1005.434135  ...  -3437.277432    514.371814
pre_Profits3_composite_w1     0.616927     0.147942  ...      0.326200      0.907654
Ind2_SIC15                 9824.635141  7187.628133  ...  -4300.101772  23949.372054
Ind2_SIC17                -1760.006993  3473.006408  ...  -8584.970793   5064.956806
Ind2_SIC23                 -378.505937  2467.868828  ...  -5228.227888   4471.216013
Ind2_SIC25                -1747.315747  2476.998511  ...  -6614.978855   3120.347361
Ind2_SIC34                -1595.536240  2474.626282  ...  -6458.537574   3267.465093
Ind2_SIC41                -1110.442335  3299.460125  ...  -7594.362393   5373.477723
Ind2_SIC54                 1264.063736  2304.209508  ...  -3264.043798   5792.171270
Ind2_SIC56                 -239.900858  2402.411293  ...  -4960.989211   4481.187495
Ind2_SIC57                 3702.091718  2855.530125  ...  -1909.441186   9313.624621
Ind2_SIC58                 -799.360264  2503.965354  ...  -5720.017150   4121.296623
Ind2_SIC59                  -15.232481  2452.638016  ...  -4835.023666   4804.558704
Ind2_SIC72                 -654.629370  1828.080629  ...  -4247.074257   2937.815518
Ind2_SIC73                -2812.435868  2193.375938  ...  -7122.739282   1497.867547
Ind2_SIC75                  870.299075  3316.624964  ...  -5647.352394   7387.950543
Ind2_SIC76                -2539.317566  2409.546416  ...  -7274.427476   2195.792344
Ind2_SIC83                -1916.025997  2615.696954  ...  -7056.251761   3224.199768

[30 rows x 6 columns]
